564;Kaart: *VIII*.B.k.26 (Dk39-2);;;;Moll variant al online, maar niet in deze lijst.;021815;v;"Kaart (gecopieert uyt de groote Rhynlands kaart d'A° 1687) ... door Klinkenberg, Dirk; gepubliceerd in 1769";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
565;Kaart: *VIII*.B.k.27 (Dk39-2);;;;Moll variant al online, maar niet in deze lijst.;021816;v;"['t Ambacht van Hillegersberg, 't Ambacht van Bleyswijk ... door Smits, D.; gepubliceerd in 1770";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
566;Kaart: *VIII*.B.k.28;;;;NIET IN ALEPH;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;Kaart: *VIII*.B.k.29 (Dk39-2);;;;Moll variant al online, maar niet in deze lijst.;021817;v;Kaart van de Merwede of Nieuwe Maas, van Rotterdam tot Schiedam ... gepubliceerd in 1772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
568;Kaart: *VIII*.B.k.30 (Dk39-2);;;;;021818;v;Het eylandt West-Voorn of Goedereede met de dieptens en de droogtens ronds-omme … gepubliceerd in 1733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
569;Kaart: *VIII*.B.k.31 (Dk39-2);;;;;021819;v;Kaart van het soogenaamde Nieuwe Gat, of wel het vervolg van de Dortsche Kil … gepubliceerd in 1757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;Kaart: *VIII*.B.k.32 (Dk39-2);;;;;021820;v;"Platte grond van 's Graven-hage zoo als het zelve zig vertoont in het jaar 1729 door Giessen, G. van; gepubliceerd in 1729";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
571;Kaart: *VIII*.B.k.33 (Dk39-2);;;;NIET IN ALEPH;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
572;Kaart: *VIII*.B.k.34 (Dk39-2);;;;;021821;v;Kaart van een gedeelte der rivier het Spuij onder … gepubliceerd in 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;Kaart: *VIII*.B.k.35 (Dk39-2);;;;;021822;v;Aftekening der waterpassing van de Noord-Zee bij Katwyk … gepubliceerd in 1771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;Kaart: *VIII*.B.k.36 (Dk39-2);;;;Moll variant al online, maar niet in deze lijst.;021823;v;Kaart van de Merwede of Nieuwe Maas, van den Yssel tot Rotterdam ... gepubliceerd in 1772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;Kaart: *VIII*.B.k.37 (Dk39-2);;;;;021824;v;Kaart van de rivier de Lek, by en omtrent Schoonhoven ... gepubliceerd in 1771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
576;Kaart: *VIII*.B.k.38 (Dk39-2);;;x;;021825;v;"Kaart van een gedeelte der rivier de Lek by en omtrent Krimpen ... Hendrik van; gepubliceerd in 1781";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;Kaart: *VIII*.B.k.39 (Dk39-2);;;;;021826;v;"Haga comitis, vulgo 's Graven-Hage.; gepubliceerd in 1690";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
578;Kaart: *VIII*.B.k.40 (Dk39-2);;;;;021827;v;"Dordrecht door Blaeu, Joan; gepubliceerd in 1649";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579;Kaart: *VIII*.B.k.41 (Dk39-2);;;x;;021828;v;Gouda, elegantiss. Hollandiae Opp. ad Isalam amnem ubi Goudam ... gepubliceerd in 1585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;Kaart: *VIII*.B.k.42 (Dk39-2);;x;;Twee kaarten, 1 klein, 1 'gewoon'.;021829;v;"Gouda door Blaeu, Joan; gepubliceerd in 1649";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;Kaart: *VIII*.B.k.43 (Dk39-2);;;x;;021830;v;"Roterodamum, Hollandiae in ostio Roteri flu. opp. magni illius Desiderii Erasmi patria.; gepubliceerd in 1588";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;Kaart: *VIII*.B.k.44 (Dk39-2);;x;;Twee kaarten, 1 klein, 1 'gewoon'.;021831;v;"Rotterdam door Blaeu, Joan; gepubliceerd in 1649";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;Kaart: *VIII*.B.k.45 (Dk39-2);;;;;021832;v;Nieuwe platte grond van de stad Rotterdam geleegen aan de rivieren de Maase en de Rotte … gepubliceerd in 1733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
584;Kaart: *VIII*.B.k.46;;;;Al gescand: Kaart: B.b.9 (Dk 37-11).;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;Kaart: *VIII*.B.k.47 (Dk39-2);;;;De Blonk variant staat al online, maar dit is nog de oude scan. Nieuwe versie moet er nog op komen.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;Kaart: *VIII*.B.k.48 (Dk39-2);;;;;021833;v;Afbeelding der grondtvesten van het Huis te Britten ... gepubliceerd in 1734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;Kaart: *VIII*.B.k.49 (Dk39-2);;;;;021834;v;Kaarte en berigt van een nieuwe inlaagdyk tot ondersteuning ... gepubliceerd in 1767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;Kaart: *VIII*.B.k.50 (Dk39-2);;x;;Kwetsbaar, kleine stukjes komen los.;021835;v;"Hellevoetsluijs : figuijre 1 [en] 2 door Alberdingh, Jan van; gepubliceerd in 1688";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;Kaart: *VIII*.B.k.51 (Dk39-3);;;;;021836;v;"[Kaart van de rivier de Merwede tussen Woudrichem en Hardinxveld]; gepubliceerd in 1750";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;Kaart: *VIII*.B.k.52 Pars I (Dk39-3);;x;;Barcode 3670 3340;021837;v;Hollandiae Meridionalis pars I : continens novissimam Delflandiae, Schielandiae et circumjacentium insularum descriptionem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;Kaart: *VIII*.B.k.52 Pars II (Dk39-3);;;;Zie ACK104;021838;v;Hollandiae meridionalis pars II : continens novissimam Insularum Dordracencis Alblasserm ... gepubliceerd in 1700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
592;Kaart: *VIII*.B.k.53 (Dk39-3);;;;;021839;v;"[Kaart van de killen ten oosten van de Biesbosch]; gepubliceerd in 17";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;Kaart: *VIII*.B.k.54 a (Dk39-3);;;;Barcode 36703472;021840;v;[Kaart van het noordelijk deel van Overflakkee, met daarin Middelharnis en Sommelsdijk … gepubliceerd in 1758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;Kaart: *VIII*.B.k.54 b (Dk39-3);;;;Barcode 36703530;021841;v;[Kaart van het noordelijk deel van Overflakkee, met daarin Middelharnis en Sommelsdijk ... gepubliceerd in 1758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595;Kaart: *VIII*.B.k.55 (Dk39-3);;x;;Moll variant al online, maar niet in deze lijst.;021842;v;Kaart tot het project ontlasting van de Lek boven langs den Diefdyk tot in de Linge … gepubliceerd in 1754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
596;Kaart: *VIII*.B.k.56 (Dk39-3);;;x;;021843;v;[Kaart van de rivier de Merwede bij Hardinxveld wegens de verzanding … gepubliceerd in 1761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;Kaart: *VIII*.B.k.57 (Dk39-3);;;;;021844;v;Kaart van een gedeelte van de rivier de Leck, onder Lekkerkerk en Lekkerland ... gepubliceerd in 1766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
598;Kaart: *VIII*.B.k.58 (Dk39-3);;;;;021845;v;Platte grond van het groote doop-park voor den plegtigen doop van Fredrica Louisa Wilhelmina ... gepubliceerd in 1771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
599;Kaart: *VIII*.B.k.59 (Dk39-3);;;;;021846;v;"Nieuwe kaart van Schieland en Krimper Waard.; gepubliceerd in 1749";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
600;Kaart: *VIII*.B.k.60 (Dk39-3);;;;;021847;v;Nieuwe kaart van het Zuid Westelykste deel van Holland ... gepubliceerd in 1748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
601;Kaart: *VIII*.B.k.61 (Dk39-3);;;;;021848;v;Nieuwe kaart van het Zuid Oostelykste deel van Holland, behelzende de landen van Heusden ... gepubliceerd in 1749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;Kaart: *VIII*.B.k.62 (Dk39-3);;;;;021849;v;"Nieuwe kaart van Delftland ; gepubliceerd in 1746";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;Kaart: *VIII*.B.k.63 (Dk39-3);;;;Zie antwoord Marco #4, deze kan gedaan worden. Is dit de aan elkaar geplakte?;021850;v;Kaart van de Beneeden rivier de Maas en de Merwede ... gepubliceerd in 1749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
604;Kaart: *VIII*.B.k.64 (Dk39-3);;;;Al gescand, zie Kaart: Blonk-Hol 36;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
605;Kaart: *VIII*.B.k.65 (Dk39-3);;;;;021851;v;"Land-kaart van Holland, een gedeelte van Batavie soo als het was 1612.; gepubliceerd in 1612";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;Kaart: *VIII*.B.k.66 (Dk39-3);;;x;;021852;v;Novissima tabula insular. Dordracensis, Alblasser, Crimper, Clundert etc … gepubliceerd in 1629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;Kaart: *VIII*.B.k.67 (Dk39-3);;x;;;021853;v;"[Vier manuscriptkaarten van de Alblasserwaard]; gepubliceerd in 1700";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;Kaart: *VIII*.B.k.68 (Dk39-3);;;;;021854;v;"Figurative kaart van de doorbraak te Kedichem benevens de situatie der rivier de Linge.; gepubliceerd in 1809";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;Kaart: *VIII*.B.k.70 (Dk39-3);;x;;Moll variant al online, maar niet in deze lijst.;021855;v;"Nieuwe kaart van de Vyf Heeren Landen gelegen tusschen den Dief en Zouwen Dyk ; gepubliceerd in 1741";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;Kaart: *VIII*.B.k.71 (Dk39-3);;x;;;021856;v;"Kaart van den Alblasserwaard en de Vijf Heeren Landen, groot 31070 bunden ; gepubliceerd in 1840";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;Kaart: *VIII*.B.k.72 (Dk39-3);;;;NIET IN ALEPH;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;Kaart: *VIII*.B.k.73 (Dk39-3);;;;;021857;v;Kaart van den grooten Zuidhollandschen waard, zoo als die was voor de overstroomng ... gepubliceerd in 1821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;Kaart: *VIII*.B.k.74 (Dk39-3);;x;;Moll variant al online, maar niet in deze lijst.;021858;v;Kaarte ende meetinge gedaan ende gemaakt bij ons ondergeschreven uijt last … gepubliceerd in 1727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;Kaart: *VIII*.B.k.75 (Dk39-3);;;;;021859;v;Kaerte van de Riviere de Merwede, van boven Hardincxvelt af … gepubliceerd in 1726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
615;Kaart: *VIII*.B.k.76 (Dk39-4);;;;Moll variant al online, maar niet in deze lijst.;021860;v;Rivier en kanaal kaart van de Linge en de Zederik, met dezelver verlenging ... gepubliceerd in 1819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
616;Kaart: *VIII*.B.k.77 (Dk39-4);;x;;losse bijlagen (?);021861;v;Kaart van het rivier vak de Merwede, van de Krabbe tot aan het Fort Loevestein ... gepubliceerd in 1818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617;Kaart: *VIII*.B.k.78 (Dk39-4);;;;;021862;v;[Kaart van waterstaatkundige verbeteringen in de buurt van de Merwede … gepubliceerd in 1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
618;Kaart: *VIII*.B.k.79 (Dk39-4);;;;;021863;v;"Kaart van de situatie der rivier de Lek bij den Hagestijnsche Schaardyk ... door Engelman, Jacob; gepubliceerd in 1797";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;Kaart: *VIII*.B.k.80 (Dk39-4);;;;NIET IN ALEPH;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;Kaart: *VIII*.B.k.81 (Dk39-4);;;;;021864;v;Kaart, dienende tot een nette aanwyzinge van het noordoostelykste gedeelte ... gepubliceerd in 1759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;Kaart: *VIII*.B.k.82 (Dk39-4);;;;Moll variant al online, maar niet in deze lijst.;021865;v;"[Kaart van de rivier de Merwede bij Dordrecht … rivier ter hoogte van Dordrecht en Papendrecht] ; gepubliceerd in 1761";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;Kaart: *VIII*.B.k.83 (Dk39-4);;;;;021866;v;"[Kaart van de Merwede van Hardinxveld tot Sleeuwijk] : [Melchior Bolstra]; gepubliceerd in 1769";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;Kaart: *VIII*.B.k.84 (Dk39-4);;;;NIET IN ALEPH;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;Kaart: *VIII*.B.k.85 (Dk39-4);;;;;021867;v;"[Kaart van de Merwede en een gedeelte van de Maas van Gorinchem tot voorbij Loevestein] ; gepubliceerd in 1761";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;Kaart: *VIII*.B.k.86 (Dk39-4);;;;Moll variant al online, maar niet in deze lijst.;021868 ;v;"[Kaart van de Merwede en een gedeelte van de Maas van Gorinchem tot voorbij Loevestein] ; gepubliceerd in 1755";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;Kaart: *VIII*.B.k.87 (Dk39-4);;x;1x van de 6;Moll variant al online, maar niet in deze lijst.;021869;v;"Kaart van de beneeden rivier de Maas en de Merwede, van de Noord Zee ... Melchior; gepubliceerd in 1741";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;Kaart: *VIII*.B.k.88 (Dk39-4);;;;;021870;v;"[Kaart van een gedeelte van de rivier de Merwede] door Bolstra, Melchior; gepubliceerd in 1730";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
628;Kaart: *VIII*.B.k.89 (Dk39-4);;x;;Mag er uit, hoeft niet gegeorefereerd.;021871;v;De Rivier de Merwede, van ontrent de Steenen-hoek, Oostwaards-op tot verby het dorp ... gepubliceerd in 1729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
629;Kaart: *VIII*.B.k.90 (Dk39-4);;;;NIET IN ALEPH;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;Kaart: *VIII*.B.k.91 (Dk39-4);;;;NIET IN ALEPH;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
631;Kaart: *VIII*.B.k.92 (Dk39-4);;;;;021872;v;[Vier prenten van bijzondere gebouwen behorende tot de wandkaart getiteld Rotterdam ... gepubliceerd in 1694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
632;Kaart: *VIII*.B.k.95 (Dk39-4);;;x;;021873;v;[Kaart van een deel van het eiland Rozenburg van de haven van Maassluis tot aan de haven van Brielle] gepubliceerd in 1726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
633;Kaart: *VIII*.B.k.96 (Dk39-4);;;x;;021874;v;"[Kaart van de kust van Zuid-Holland tussen Monster en Hoek van Holland] door Bloteling, Johannes; gepubliceerd in 1737";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;Kaart: *VIII*.B.k.97 (Dk39-4);;;;Met witte achtergrond vanwege het feit dat de kaart erg doorschijnend is.;021875;v;"Kaart van den Zwijndrechtschen Waard door Sandeling, J. van; gepubliceerd in 1847";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;Kaart: *VIII*.B.k.98 (Dk39-4);;;;;021876;v;"Nieuwe kaart van 's Gravenhage met de omliggende dorpen en buitenplaatsen ; gepubliceerd in 1844";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;Kaart: *VIII*.B.k.99 (Dk39-4);;;;;021877;v;Nouveau plan de la ville de La Haye contenant tous les changemens faits jusqu'a ce jour … gepubliceerd in 1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
637;Kaart: *VIII*.B.k.100 (Dk39-4);;;;;021878;v;Kaart van het Hoogheemraadschap van Rijnland : opgedragen aan de Weledele Heeren ... gepubliceerd in 1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;Kaart: *VIII*.B.k.101 (Dk39-4);;;;;021879;v;"Hoogheemraadschap van Schieland ; gepubliceerd in 1821";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;Kaart: *VIII*.B.k.102 (Dk39-4);;;;2 mappen met soortgelijke kaarten, 1 variant echter gekleurd. Deze worden gescand.;021880;v;"Kaart van de provincie Zuid Holland ; gepubliceerd in 1867";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;Kaart: *VIII*.B.l.1 (Dk39-5);;;;;021881;v;"Reconnoissance du cours du Hont ou Wester Schelde ... Charles-François; gepubliceerd in 1799";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
641;Kaart: *VIII*.B.l.2 (Dk39-5);;;;;021882;v;"Kaart van het eiland Walcheren met de ontworpen kanaal-, haven- spoorwegwerken enz.; gepubliceerd in 1865";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642;Kaart: *VIII*.B.l.3;;;;NIET IN ALEPH;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
643;Kaart: *VIII*.B.l.4;;;;Toegevoegd;022423;v;Kaerte van Zuid Beveland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644;Kaart: *VIII*.B.l.5;;;;Ingelijst in kaartenzaal, voorlopig laten zitten.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
645;Kaart: *VIII*.B.l.6 (Dk39-5);;;;Blonk zee 12 beter om te scannen;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;Kaart: *VIII*.B.l.7 (Dk39-5);;;;Blonk zee 53 beter om te scannen;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
647;Kaart: *VIII*.B.l.8 (Dk39-5);;;;;021895;v;"Nieuwe kaart van de provincie Zeeland door Roeder, Johann Christoff de; gepubliceerd in 1791";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
648;Kaart: *VIII*.B.l.9 (Dk39-5);;;;;021896;v;"Nieuwe kaart van de provintie Zeeland behoorende tot het ... Johann Christoff de; gepubliceerd in 1792";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;Kaart: *VIII*.B.l.10 (Dk39-5);;;;Overslaan, : Blonk ZEE-36 is beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;Kaart: *VIII*.B.l.11 (Dk39-5);;;;Overslaan, Ackersdijck 118 is beter. ;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651;Kaart: *VIII*.B.l.12 (Dk39-5);;;;Overslaan, Ackersdijck 110 is beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
652;Kaart: *VIII*.B.l.13 (Dk39-5);;;;Overslaan, Ackersdijck 117 is beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
653;Kaart: *VIII*.B.l.14 (Dk39-5);;;;Overslaan, Ackersdijck 119-1 is beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
654;Kaart: *VIII*.B.l.15 (Dk39-5);;;;Overslaan, Ackersdijck 114 is beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;Kaart: *VIII*.B.l.16 (Dk39-5);;;;Overslaan, Ackersdijck 115 is beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;Kaart: *VIII*.B.l.17 (Dk39-5);;;;Blonk zee 35 beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
657;Kaart: *VIII*.B.l.18 (Dk39-5);;;;;021910;v;"Naeukeurige nieuwe land-caert des graefschaps Zeeland.; gepubliceerd in 1718";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
658;Kaart: *VIII*.B.l.19 (Dk39-5);;;;Moll 111 beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
659;Kaart: *VIII*.B.l.20 (Dk39-5);;;;;021911;v;"Zeelandia Comitatus.; gepubliceerd in 1636";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660;Kaart: *VIII*.B.l.21 (Dk39-5);;;;;021912;v;"Zelandicarum insularum exactissima et nova descriptio door Deventer, Jacob van; gepubliceerd in 1609";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
661;Kaart: *VIII*.B.l.22 (Dk39-5);;;;Blonk zee 28 beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662;Kaart: *VIII*.B.l.23 (Dk39-5);;;;;021913;v;"Nieuwe kaart van het westelykste gedeelte van Staats-Vlaanderen.; gepubliceerd in 1747";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
